"","age","marital","education","occupation","default","housing","contact","quarter","day","duration","campaign","pdays","previous","poutcome","y"
"39712",61,"married",0,0,"no","yes","cellular",0,5,403,1,3,2,"success","yes"
"39713",41,"married",NA,1,"no","yes","cellular",0,5,588,1,18,2,"failure","yes"
"39714",34,"married",2,1,"no","no","cellular",0,5,145,1,999,2,"failure","no"
"39715",34,"married",2,1,"no","yes","cellular",0,5,407,3,8,3,"failure","yes"
"39716",29,"single",1,0,"no","yes","cellular",0,5,122,1,999,2,"failure","no"
"39717",45,"married",1,1,"no","no","cellular",0,5,374,1,999,1,"failure","yes"
"39718",28,"single",2,2,"no","unknown","cellular",0,5,1027,2,999,0,"nonexistent","yes"
"39719",24,"single",1,2,"no","no","cellular",0,1,375,2,999,0,"nonexistent","yes"
"39720",80,"married",0,2,"no","no","cellular",0,1,382,1,3,3,"success","yes"
"39721",51,"married",2,1,"no","yes","cellular",0,1,131,2,999,4,"failure","no"
"39722",36,"divorced",2,1,"no","yes","cellular",0,1,341,7,999,0,"nonexistent","no"
"39723",79,"married",0,2,"no","yes","cellular",0,1,260,1,999,1,"failure","no"
"39724",24,"single",1,2,"no","yes","cellular",0,1,699,1,13,2,"failure","yes"
"39725",76,"divorced",0,2,"no","yes","cellular",0,1,168,1,999,1,"failure","yes"
"39726",45,"single",2,1,"no","no","cellular",0,2,146,2,999,1,"failure","yes"
"39727",20,"single",NA,2,"no","no","cellular",0,2,530,2,3,5,"success","yes"
"39728",20,"single",NA,2,"no","no","cellular",0,2,202,2,12,1,"success","yes"
"39729",36,"married",2,1,"no","no","cellular",0,2,641,4,999,0,"nonexistent","yes"
"39730",36,"married",2,1,"no","yes","cellular",0,2,196,1,999,0,"nonexistent","yes"
"39731",77,"divorced",0,2,"no","no","cellular",0,2,393,1,999,0,"nonexistent","yes"
"39732",22,"single",1,2,"no","yes","cellular",0,2,272,1,999,0,"nonexistent","yes"
"39733",46,"married",2,0,"no","yes","cellular",0,3,410,1,999,0,"nonexistent","yes"
"39734",69,"married",1,2,"no","no","cellular",0,3,289,1,10,1,"success","yes"
"39735",92,"divorced",NA,2,"unknown","no","cellular",0,3,405,3,999,1,"failure","yes"
"39736",64,"married",NA,0,"no","yes","telephone",0,3,671,3,999,0,"nonexistent","yes"
"39737",31,"divorced",2,1,"no","no","cellular",0,3,175,3,7,3,"success","yes"
"39738",84,"married",0,2,"no","yes","cellular",0,3,267,1,999,1,"failure","no"
"39739",28,"single",2,1,"no","no","cellular",0,3,135,2,3,2,"success","yes"
"39740",28,"married",1,1,"no","no","cellular",0,3,530,2,999,0,"nonexistent","yes"
"39741",70,"divorced",1,2,"no","yes","telephone",0,3,283,2,4,2,"success","yes"
"39742",29,"single",1,0,"no","yes","telephone",0,4,93,1,999,0,"nonexistent","yes"
"39743",60,"married",1,2,"no","no","cellular",0,4,181,3,6,1,"success","yes"
"39744",49,"married",2,1,"no","no","cellular",0,4,188,1,999,1,"failure","no"
"39745",49,"married",2,1,"no","yes","cellular",0,4,820,1,999,0,"nonexistent","yes"
"39746",36,"married",2,1,"no","yes","cellular",0,4,1178,1,6,2,"success","yes"
"39747",37,"divorced",2,2,"no","yes","cellular",0,4,489,1,999,1,"failure","yes"
"39748",40,"divorced",0,0,"no","yes","telephone",0,4,57,1,999,0,"nonexistent","no"
"39749",43,"single",1,0,"no","no","telephone",0,4,137,1,999,0,"nonexistent","no"
"39750",43,"married",2,1,"no","no","cellular",0,4,460,1,999,1,"failure","yes"
"39751",34,"married",2,1,"no","yes","telephone",0,4,24,1,999,0,"nonexistent","no"
"39752",54,"divorced",0,1,"no","yes","telephone",0,4,74,1,999,0,"nonexistent","no"
"39753",79,"married",1,2,"no","yes","cellular",0,4,196,2,999,0,"nonexistent","no"
"39754",38,"single",0,1,"no","no","cellular",0,4,275,2,999,0,"nonexistent","yes"
"39755",37,"divorced",2,2,"no","yes","cellular",0,4,417,2,999,0,"nonexistent","yes"
"39756",61,"married",NA,1,"no","no","cellular",0,4,173,3,9,2,"success","yes"
"39757",22,"single",1,2,"unknown","yes","telephone",0,4,214,2,1,1,"success","yes"
"39758",35,"married",1,2,"no","yes","telephone",0,5,43,1,999,2,"failure","no"
"39759",33,"married",2,1,"no","yes","cellular",0,5,101,2,999,3,"failure","no"
"39760",23,"married",1,2,"no","no","telephone",0,5,35,1,999,0,"nonexistent","no"
"39761",32,"single",2,0,"no","no","cellular",0,5,473,3,999,0,"nonexistent","yes"
"39762",25,"single",1,1,"no","yes","cellular",0,5,581,3,999,2,"failure","no"
"39763",74,"married",2,2,"no","no","cellular",0,5,309,4,999,3,"failure","no"
"39764",29,"married",2,1,"no","no","cellular",0,5,538,2,999,2,"failure","yes"
"39765",30,"single",2,1,"no","unknown","cellular",0,5,466,3,999,0,"nonexistent","yes"
"39766",26,"married",0,2,"no","no","telephone",0,5,29,1,999,0,"nonexistent","no"
"39767",72,"single",2,2,"no","yes","cellular",0,5,589,3,999,0,"nonexistent","no"
"39768",33,"married",2,1,"no","yes","cellular",0,5,663,3,999,0,"nonexistent","yes"
"39769",72,"single",2,2,"no","no","cellular",0,5,114,3,999,0,"nonexistent","no"
"39770",30,"married",2,1,"no","no","cellular",0,1,85,2,9,2,"success","no"
"39771",49,"married",2,1,"no","yes","cellular",0,1,113,1,999,0,"nonexistent","no"
"39772",31,"single",1,NA,"no","yes","telephone",0,1,664,1,2,1,"success","no"
"39773",56,"married",0,2,"no","no","cellular",0,1,540,1,999,1,"failure","yes"
"39774",29,"single",1,1,"no","no","cellular",0,1,158,1,13,3,"failure","no"
"39775",27,"single",0,2,"no","yes","cellular",0,1,775,1,999,0,"nonexistent","yes"
"39776",47,"single",2,1,"no","yes","cellular",0,1,178,1,999,0,"nonexistent","no"
"39777",31,"single",1,NA,"no","no","cellular",0,1,392,1,999,0,"nonexistent","yes"
"39778",31,"single",1,NA,"no","no","cellular",0,1,140,5,6,2,"success","no"
"39779",49,"single",2,1,"no","no","telephone",0,1,8,1,999,0,"nonexistent","no"
"39780",42,"single",1,1,"no","yes","telephone",0,1,113,1,999,0,"nonexistent","no"
"39781",47,"single",2,1,"no","yes","cellular",1,2,119,1,999,4,"failure","no"
"39782",37,"single",2,1,"no","yes","cellular",1,2,209,3,999,0,"nonexistent","no"
"39783",29,"married",2,1,"no","yes","cellular",1,2,201,1,999,0,"nonexistent","yes"
"39784",29,"single",0,0,"no","no","telephone",1,2,1563,1,6,2,"success","no"
"39785",25,"single",NA,0,"no","yes","cellular",1,2,318,1,999,0,"nonexistent","yes"
"39786",25,"single",NA,0,"no","yes","cellular",1,2,516,1,13,2,"failure","yes"
"39787",76,"married",0,0,"no","yes","cellular",1,2,326,1,999,1,"failure","yes"
"39788",25,"single",NA,0,"no","yes","cellular",1,2,154,2,3,3,"success","yes"
"39789",25,"single",NA,0,"no","yes","cellular",1,2,383,2,999,2,"failure","no"
"39790",39,"married",1,1,"no","yes","cellular",1,2,165,2,999,1,"failure","no"
"39791",28,"married",1,0,"no","yes","telephone",1,2,12,1,999,0,"nonexistent","no"
"39792",29,"married",2,1,"no","no","cellular",1,2,347,3,5,1,"success","yes"
"39793",23,"single",2,1,"unknown","yes","cellular",1,2,421,1,4,3,"success","no"
"39794",59,"divorced",2,2,"no","no","telephone",1,2,8,1,999,1,"failure","no"
"39795",30,"single",2,1,"no","no","telephone",1,2,8,1,999,0,"nonexistent","no"
"39796",76,"married",0,0,"no","no","cellular",1,2,296,5,999,0,"nonexistent","yes"
"39797",51,"married",2,1,"no","yes","cellular",1,2,303,1,10,1,"success","yes"
"39798",39,"married",2,1,"no","no","cellular",1,2,434,2,999,1,"failure","yes"
"39799",20,"single",2,1,"no","yes","telephone",1,2,52,1,999,1,"failure","no"
"39800",40,"married",0,0,"no","yes","telephone",1,2,5,1,999,0,"nonexistent","no"
"39801",52,"divorced",2,1,"no","yes","telephone",1,2,36,1,999,0,"nonexistent","no"
"39802",34,"married",0,0,"no","no","telephone",1,2,7,1,999,0,"nonexistent","no"
"39803",22,"single",2,1,"no","no","cellular",1,3,407,1,3,1,"success","yes"
"39804",48,"divorced",1,1,"no","no","cellular",1,3,657,1,6,1,"success","yes"
"39805",29,"single",2,1,"no","yes","cellular",1,3,226,2,6,1,"success","yes"
"39806",29,"single",2,1,"no","yes","cellular",1,3,147,1,999,2,"failure","no"
"39807",34,"married",1,1,"no","yes","cellular",1,3,238,1,6,2,"success","yes"
"39808",34,"married",1,1,"no","yes","cellular",1,3,161,1,5,1,"success","no"
"39809",32,"single",2,2,"no","yes","cellular",1,3,310,1,999,0,"nonexistent","yes"
"39810",31,"married",1,0,"no","no","telephone",1,5,35,1,999,0,"nonexistent","no"
"39811",52,"married",2,1,"no","yes","telephone",1,5,32,1,999,0,"nonexistent","no"
"39812",38,"married",0,0,"no","no","cellular",1,5,148,2,3,2,"success","no"
"39813",38,"married",0,0,"no","no","cellular",1,5,346,2,5,3,"success","no"
"39814",38,"married",0,0,"no","yes","cellular",1,5,106,1,999,2,"failure","no"
"39815",29,"single",1,0,"no","no","telephone",1,1,6,1,999,0,"nonexistent","no"
"39816",28,"married",1,1,"no","no","telephone",1,1,13,1,999,0,"nonexistent","no"
"39817",47,"divorced",1,1,"no","yes","telephone",1,1,302,1,999,0,"nonexistent","yes"
"39818",48,"married",1,1,"no","yes","telephone",1,1,54,1,999,0,"nonexistent","no"
"39819",32,"single",0,0,"no","yes","telephone",1,2,29,1,999,0,"nonexistent","no"
"39820",35,"single",2,1,"no","no","telephone",1,2,149,1,999,0,"nonexistent","no"
"39821",35,"single",2,1,"no","yes","cellular",1,2,187,1,6,2,"success","yes"
"39822",47,"married",0,0,"no","unknown","cellular",1,2,380,1,999,0,"nonexistent","yes"
"39823",47,"married",0,0,"no","no","cellular",1,2,544,1,999,0,"nonexistent","no"
"39824",21,"single",1,2,"no","yes","telephone",1,2,30,1,14,2,"success","no"
"39825",29,"single",2,2,"no","yes","telephone",1,2,198,1,999,0,"nonexistent","no"
"39826",26,"single",1,1,"no","no","telephone",1,2,49,1,999,0,"nonexistent","no"
"39827",37,"married",1,2,"no","yes","telephone",1,2,29,1,999,0,"nonexistent","no"
"39828",34,"married",1,1,"no","yes","cellular",1,3,190,1,3,4,"success","yes"
"39829",29,"single",2,1,"no","yes","cellular",1,3,200,1,6,3,"success","yes"
"39830",34,"married",2,1,"no","no","cellular",1,3,150,1,3,2,"success","yes"
"39831",33,"single",2,1,"no","no","cellular",1,3,206,1,3,1,"success","yes"
"39832",44,"married",2,1,"no","yes","telephone",1,3,712,1,6,3,"failure","yes"
"39833",38,"single",1,1,"no","no","telephone",1,3,118,1,999,0,"nonexistent","no"
"39834",29,"single",2,1,"no","yes","telephone",1,3,294,2,3,1,"success","no"
"39835",44,"married",2,1,"no","no","cellular",1,3,874,2,999,1,"failure","yes"
"39836",28,"married",1,0,"no","no","cellular",1,3,479,2,6,2,"success","yes"
"39837",27,"single",2,0,"no","no","cellular",1,3,722,2,999,0,"nonexistent","no"
"39838",29,"single",2,1,"no","no","cellular",1,3,192,2,3,4,"success","yes"
"39839",27,"married",1,1,"no","yes","telephone",1,3,46,1,999,0,"nonexistent","no"
"39840",28,"single",2,1,"no","no","telephone",1,5,138,1,999,0,"nonexistent","no"
"39841",37,"married",2,1,"no","yes","cellular",1,5,135,1,999,2,"failure","no"
"39842",37,"married",2,1,"no","unknown","cellular",1,5,602,1,10,1,"success","yes"
"39843",35,"single",2,1,"no","no","cellular",1,1,141,2,4,3,"success","no"
"39844",50,"married",2,1,"no","no","telephone",1,1,278,5,6,1,"success","yes"
"39845",36,"divorced",2,1,"no","yes","cellular",1,1,422,1,3,4,"success","yes"
"39846",23,"single",1,2,"no","yes","telephone",1,1,434,1,9,1,"success","yes"
"39847",39,"married",2,1,"no","yes","cellular",1,1,187,1,3,5,"success","yes"
"39848",89,"divorced",0,2,"no","no","cellular",1,1,245,1,999,0,"nonexistent","yes"
"39849",30,"married",2,1,"no","yes","cellular",1,1,661,1,999,0,"nonexistent","yes"
"39850",21,"single",1,2,"no","yes","cellular",1,1,270,1,999,0,"nonexistent","yes"
"39851",39,"married",2,1,"no","no","cellular",1,1,168,1,999,1,"failure","no"
"39852",30,"married",2,1,"no","no","cellular",1,1,212,4,999,0,"nonexistent","yes"
"39853",36,"single",2,1,"no","no","cellular",1,1,458,1,4,4,"success","yes"
"39854",39,"married",2,1,"no","yes","cellular",1,1,713,2,999,0,"nonexistent","yes"
"39855",59,"married",0,2,"no","yes","cellular",1,1,614,1,6,2,"success","yes"
"39856",35,"single",2,1,"no","no","cellular",1,1,516,1,999,0,"nonexistent","no"
"39857",35,"single",2,1,"no","yes","cellular",1,1,293,1,14,1,"success","yes"
"39858",22,"single",1,2,"no","no","cellular",1,1,563,1,12,2,"failure","yes"
"39859",28,"single",2,0,"no","no","telephone",1,1,215,1,999,0,"nonexistent","no"
"39860",37,"married",2,1,"no","yes","telephone",1,1,30,1,999,0,"nonexistent","no"
"39861",44,"single",1,0,"no","no","telephone",1,1,20,1,999,0,"nonexistent","no"
"39862",33,"married",1,0,"no","no","cellular",1,1,472,1,999,1,"failure","no"
"39863",27,"married",2,1,"no","yes","cellular",1,1,262,3,999,0,"nonexistent","no"
"39864",29,"single",2,1,"no","yes","cellular",1,1,167,2,999,1,"failure","yes"
"39865",25,"single",1,2,"no","no","cellular",1,1,485,2,999,0,"nonexistent","yes"
"39866",27,"single",2,2,"no","no","cellular",1,1,237,2,3,4,"success","no"
"39867",31,"married",2,1,"no","yes","cellular",1,2,619,2,3,1,"success","yes"
"39868",29,"married",1,1,"no","yes","cellular",1,2,379,2,13,1,"success","yes"
"39869",56,"married",0,1,"no","yes","cellular",1,2,910,1,7,2,"success","yes"
"39870",60,"married",0,0,"no","yes","cellular",1,2,700,3,999,1,"failure","yes"
"39871",29,"married",1,1,"no","unknown","cellular",1,2,238,6,3,3,"success","no"
"39872",31,"married",2,1,"no","yes","cellular",1,2,243,5,9,2,"success","yes"
"39873",31,"married",2,1,"no","yes","cellular",1,2,250,4,3,2,"success","no"
"39874",37,"married",2,2,"no","yes","telephone",1,2,126,3,2,2,"success","no"
"39875",35,"divorced",2,1,"no","yes","cellular",1,2,270,2,12,2,"success","no"
"39876",31,"married",2,1,"no","yes","telephone",1,2,208,1,999,0,"nonexistent","yes"
"39877",29,"married",1,1,"no","yes","cellular",1,3,292,1,999,1,"failure","yes"
"39878",39,"single",2,1,"no","yes","telephone",1,3,58,1,999,0,"nonexistent","no"
"39879",33,"married",0,0,"no","yes","telephone",1,3,15,1,999,2,"failure","no"
"39880",29,"married",1,1,"no","yes","cellular",1,3,605,3,999,0,"nonexistent","yes"
"39881",24,"single",1,2,"no","no","cellular",1,3,288,6,6,1,"success","yes"
"39882",28,"single",2,1,"no","yes","cellular",1,4,339,3,6,2,"success","yes"
"39883",36,"married",1,0,"no","no","cellular",1,4,101,3,999,0,"nonexistent","no"
"39884",28,"single",2,1,"no","yes","cellular",1,4,383,1,22,1,"success","yes"
"39885",29,"divorced",2,1,"no","yes","telephone",1,4,247,1,999,0,"nonexistent","no"
"39886",43,"married",2,0,"no","yes","cellular",1,4,1720,1,999,0,"nonexistent","yes"
"39887",38,"single",1,0,"no","yes","telephone",1,4,21,1,999,0,"nonexistent","no"
"39888",24,"single",1,2,"no","yes","cellular",1,4,344,1,999,0,"nonexistent","no"
"39889",24,"single",1,2,"no","yes","cellular",1,4,530,1,999,0,"nonexistent","no"
"39890",28,"single",2,1,"no","yes","cellular",1,4,169,1,999,0,"nonexistent","yes"
"39891",78,"divorced",NA,2,"no","no","cellular",1,4,282,4,999,0,"nonexistent","yes"
"39892",24,"single",1,2,"no","no","cellular",1,4,176,2,12,2,"failure","yes"
"39893",78,"divorced",NA,2,"no","no","cellular",1,4,544,1,999,0,"nonexistent","yes"
"39894",65,"married",NA,NA,"no","yes","cellular",1,4,301,2,4,2,"success","yes"
"39895",26,"single",2,1,"no","no","cellular",1,5,91,2,6,1,"success","no"
"39896",33,"married",2,1,"no","no","telephone",1,5,80,1,999,0,"nonexistent","no"
"39897",70,"married",0,0,"no","no","cellular",1,5,252,1,3,1,"success","yes"
"39898",62,"divorced",1,2,"no","yes","cellular",1,5,201,4,999,0,"nonexistent","no"
"39899",41,"married",2,1,"no","yes","telephone",1,5,23,1,999,0,"nonexistent","no"
"39900",30,"married",1,1,"no","yes","cellular",1,5,215,1,12,1,"success","yes"
"39901",34,"single",2,1,"no","yes","telephone",1,1,100,1,999,0,"nonexistent","no"
"39902",27,"single",2,1,"no","no","cellular",1,2,130,2,3,3,"success","no"
"39903",27,"single",2,1,"no","no","cellular",1,2,136,2,999,0,"nonexistent","no"
"39904",18,"single",0,2,"no","yes","cellular",1,2,154,1,999,0,"nonexistent","no"
"39905",24,"single",1,2,"no","no","cellular",1,2,292,1,999,1,"failure","no"
"39906",36,"married",2,1,"no","no","cellular",1,2,867,1,3,2,"success","yes"
"39907",36,"married",2,1,"no","no","cellular",1,2,522,1,6,2,"success","yes"
"39908",32,"single",2,1,"no","no","cellular",1,2,856,1,12,2,"success","yes"
"39909",45,"divorced",2,1,"no","no","cellular",1,3,79,1,3,2,"success","no"
"39910",27,"single",1,1,"no","yes","telephone",1,3,193,1,999,1,"failure","no"
"39911",36,"single",2,1,"no","yes","cellular",1,3,883,1,999,1,"failure","no"
"39912",36,"single",2,1,"no","no","cellular",1,3,706,1,7,1,"success","yes"
"39913",36,"single",1,0,"no","yes","cellular",1,3,342,2,3,1,"success","yes"
"39914",35,"divorced",2,1,"no","no","cellular",1,3,66,1,13,2,"failure","no"
"39915",36,"single",2,1,"no","yes","cellular",1,3,1407,1,999,0,"nonexistent","yes"
"39916",36,"single",1,0,"no","no","cellular",1,3,339,1,6,1,"success","yes"
"39917",35,"divorced",2,1,"no","yes","cellular",1,3,181,1,999,0,"nonexistent","no"
"39918",37,"married",1,1,"no","no","cellular",1,3,671,3,999,0,"nonexistent","yes"
"39919",40,"married",0,0,"no","yes","cellular",1,3,133,3,3,2,"success","no"
"39920",24,"single",1,2,"no","no","cellular",1,3,112,2,14,2,"success","no"
"39921",33,"single",2,1,"no","yes","cellular",1,3,442,2,999,3,"failure","no"
"39922",22,"single",1,2,"no","yes","telephone",1,3,355,1,999,2,"failure","no"
"39923",59,"married",2,1,"no","no","cellular",1,4,1207,4,999,1,"failure","yes"
"39924",74,"divorced",0,2,"no","no","telephone",1,4,369,1,999,1,"failure","no"
"39925",30,"single",2,1,"no","yes","telephone",1,4,316,1,999,0,"nonexistent","no"
"39926",44,"divorced",2,1,"no","yes","cellular",1,4,310,1,999,0,"nonexistent","yes"
"39927",43,"married",2,1,"no","no","cellular",1,4,185,1,999,0,"nonexistent","no"
"39928",44,"divorced",2,1,"no","yes","cellular",1,4,134,1,999,1,"failure","no"
"39929",31,"single",1,2,"no","yes","cellular",1,4,167,3,999,0,"nonexistent","no"
"39930",37,"single",2,2,"no","yes","cellular",1,4,122,2,6,1,"success","no"
"39931",30,"single",2,1,"no","no","cellular",1,4,124,1,999,0,"nonexistent","no"
"39932",38,"single",2,1,"no","yes","cellular",1,4,288,1,999,0,"nonexistent","no"
"39933",68,"married",0,2,"no","yes","cellular",1,4,220,2,999,1,"failure","no"
"39934",25,"single",0,0,"no","no","telephone",1,4,180,1,999,0,"nonexistent","no"
"39935",33,"single",1,1,"no","no","telephone",1,4,15,1,999,0,"nonexistent","no"
"39936",33,"married",1,1,"no","no","telephone",1,4,11,1,999,0,"nonexistent","no"
"39937",26,"single",1,2,"no","yes","telephone",1,4,22,1,999,0,"nonexistent","no"
"39938",39,"married",2,1,"no","yes","telephone",1,4,52,1,999,1,"failure","no"
"39939",47,"divorced",2,1,"no","yes","telephone",1,4,9,1,999,0,"nonexistent","no"
"39940",69,"divorced",2,2,"no","no","cellular",1,5,213,6,12,2,"failure","yes"
"39941",37,"single",2,1,"no","yes","cellular",1,5,300,1,999,2,"failure","yes"
"39942",23,"single",0,2,"no","no","cellular",1,5,276,1,14,1,"success","yes"
"39943",30,"married",2,1,"no","no","cellular",1,5,131,1,999,1,"failure","no"
"39944",30,"married",2,1,"no","no","cellular",1,5,171,1,7,1,"success","no"
"39945",36,"married",2,1,"no","yes","cellular",1,5,427,1,4,4,"success","no"
"39946",53,"married",1,0,"no","yes","cellular",1,5,195,6,999,0,"nonexistent","no"
"39947",36,"married",2,2,"no","yes","telephone",1,5,12,1,999,0,"nonexistent","no"
"39948",83,"divorced",0,2,"no","no","cellular",1,5,472,2,999,0,"nonexistent","yes"
"39949",37,"single",2,2,"no","no","cellular",1,5,249,2,999,0,"nonexistent","no"
"39950",69,"divorced",2,2,"no","yes","telephone",1,5,359,5,999,0,"nonexistent","no"
"39951",27,"single",2,1,"no","yes","cellular",1,5,266,2,999,1,"failure","yes"
"39952",53,"divorced",2,1,"no","yes","cellular",1,1,348,6,999,2,"failure","no"
"39953",33,"married",1,0,"no","yes","telephone",1,1,54,1,999,0,"nonexistent","no"
"39954",37,"married",2,2,"unknown","yes","cellular",1,1,614,3,3,2,"success","yes"
"39955",51,"married",2,1,"no","no","cellular",1,1,297,4,999,0,"nonexistent","yes"
"39956",51,"married",2,1,"no","yes","cellular",1,1,281,3,10,3,"success","yes"
"39957",32,"married",2,1,"no","no","cellular",1,1,132,3,999,1,"failure","no"
"39958",53,"divorced",2,1,"no","no","cellular",1,1,345,1,999,0,"nonexistent","yes"
"39959",51,"married",0,0,"no","no","cellular",1,1,325,1,3,1,"success","yes"
"39960",34,"single",2,1,"no","yes","cellular",1,1,452,1,999,0,"nonexistent","yes"
"39961",32,"single",1,0,"no","no","cellular",1,1,247,1,2,2,"success","yes"
"39962",32,"single",1,0,"no","no","cellular",1,1,197,1,999,1,"failure","no"
"39963",37,"married",2,1,"no","no","telephone",1,1,363,1,999,0,"nonexistent","yes"
"39964",37,"married",2,2,"unknown","no","telephone",1,1,198,1,999,0,"nonexistent","yes"
"39965",62,"married",1,0,"no","yes","cellular",1,1,563,4,4,3,"success","yes"
"39966",35,"married",2,1,"no","yes","cellular",1,1,150,3,999,0,"nonexistent","no"
"39967",37,"married",2,1,"no","no","cellular",1,1,181,2,999,0,"nonexistent","no"
"39968",68,"married",0,2,"unknown","yes","cellular",1,1,383,3,999,0,"nonexistent","no"
"39969",37,"married",2,1,"no","no","telephone",1,1,133,4,999,0,"nonexistent","no"
"39970",38,"single",2,1,"no","yes","cellular",1,1,737,6,999,0,"nonexistent","yes"
"39971",36,"married",2,1,"no","no","cellular",1,2,265,1,999,1,"failure","yes"
"39972",81,"divorced",1,2,"no","no","cellular",1,2,279,1,999,4,"failure","no"
"39973",34,"single",2,2,"no","no","cellular",1,2,401,1,999,0,"nonexistent","yes"
"39974",50,"married",0,0,"no","no","cellular",1,2,135,4,999,1,"failure","no"
"39975",76,"married",2,2,"unknown","yes","cellular",1,2,352,1,3,1,"success","yes"
"39976",76,"married",2,2,"unknown","yes","cellular",1,2,295,1,9,2,"success","yes"
"39977",56,"married",1,2,"no","no","cellular",1,2,383,1,3,1,"success","yes"
"39978",64,"married",2,2,"no","no","cellular",1,2,222,1,999,3,"failure","yes"
"39979",27,"single",0,2,"no","no","cellular",1,2,238,1,999,2,"failure","no"
"39980",27,"single",1,1,"no","no","cellular",1,2,586,2,999,0,"nonexistent","yes"
"39981",23,"single",0,2,"no","yes","cellular",1,2,189,1,6,3,"success","no"
"39982",35,"married",2,1,"no","yes","cellular",1,2,385,1,5,1,"success","no"
"39983",25,"single",1,2,"no","yes","cellular",1,2,660,2,6,3,"success","yes"
"39984",38,"married",0,1,"no","no","cellular",1,2,271,1,2,3,"success","yes"
"39985",38,"married",0,1,"no","yes","cellular",1,2,189,1,999,0,"nonexistent","no"
"39986",27,"single",1,1,"no","no","cellular",1,2,421,2,999,0,"nonexistent","yes"
"39987",32,"single",2,1,"no","no","cellular",1,2,264,4,999,0,"nonexistent","no"
"39988",30,"single",2,1,"no","yes","telephone",1,2,12,1,999,0,"nonexistent","no"
"39989",33,"married",2,1,"no","no","telephone",1,2,286,2,999,0,"nonexistent","no"
"39990",34,"single",2,2,"no","yes","cellular",1,2,167,2,999,0,"nonexistent","yes"
"39991",32,"married",0,0,"no","yes","telephone",1,2,13,1,999,1,"failure","no"
"39992",26,"single",2,1,"no","no","telephone",1,2,8,1,999,0,"nonexistent","no"
"39993",26,"married",1,1,"no","no","cellular",1,3,598,4,12,3,"failure","yes"
"39994",27,"single",2,NA,"no","yes","cellular",1,3,665,4,3,2,"success","yes"
"39995",52,"married",2,1,"no","yes","cellular",1,3,255,2,999,0,"nonexistent","no"
"39996",26,"married",1,1,"no","no","cellular",1,3,428,1,999,0,"nonexistent","no"
"39997",30,"single",2,1,"no","yes","telephone",1,3,263,1,999,2,"failure","yes"
"39998",27,"single",2,NA,"no","yes","cellular",1,3,121,3,999,0,"nonexistent","no"
"39999",33,"married",1,0,"no","yes","cellular",1,3,274,2,12,2,"success","yes"
"40000",56,"married",0,2,"no","yes","cellular",1,3,337,2,3,2,"success","yes"
"40001",29,"single",1,1,"no","yes","telephone",1,3,6,1,999,0,"nonexistent","no"
"40002",86,"single",0,2,"unknown","no","telephone",1,3,955,1,999,0,"nonexistent","yes"
"40003",21,"single",1,2,"no","yes","cellular",1,3,286,2,999,0,"nonexistent","yes"
"40004",29,"single",1,1,"no","no","cellular",1,3,108,5,999,0,"nonexistent","no"
"40005",26,"married",1,1,"no","yes","cellular",1,3,275,2,999,1,"failure","yes"
"40006",66,"married",0,2,"no","no","cellular",1,3,319,2,999,0,"nonexistent","yes"
"40007",31,"single",2,1,"no","yes","telephone",1,3,119,1,999,0,"nonexistent","no"
"40008",52,"married",2,1,"no","yes","cellular",1,3,241,4,999,3,"failure","no"
"40009",26,"married",1,1,"no","no","cellular",1,3,301,5,999,0,"nonexistent","yes"
"40010",37,"single",1,1,"no","yes","cellular",1,4,114,4,999,2,"failure","no"
"40011",37,"single",1,1,"no","no","telephone",1,4,494,4,999,3,"failure","no"
"40012",35,"married",2,1,"no","yes","telephone",1,4,165,1,999,1,"failure","no"
"40013",34,"married",1,1,"no","yes","telephone",1,4,12,1,999,1,"failure","no"
"40014",29,"single",1,1,"no","no","telephone",1,4,28,1,999,0,"nonexistent","no"
"40015",60,"married",2,1,"no","yes","cellular",1,4,395,1,4,2,"success","yes"
"40016",37,"single",1,1,"no","no","cellular",1,4,609,2,7,3,"success","yes"
"40017",27,"single",1,1,"no","no","cellular",1,4,113,2,999,2,"failure","no"
"40018",38,"married",1,1,"no","no","cellular",1,4,561,2,10,2,"success","yes"
"40019",33,"married",2,0,"no","no","telephone",1,4,12,1,999,0,"nonexistent","no"
"40020",38,"divorced",1,2,"no","no","telephone",1,4,10,1,999,0,"nonexistent","no"
"40021",39,"married",0,0,"no","yes","telephone",1,5,25,1,14,1,"success","no"
"40022",27,"single",1,0,"no","no","cellular",1,5,423,3,999,0,"nonexistent","yes"
"40023",37,"single",2,1,"no","yes","cellular",1,5,96,2,4,3,"success","no"
"40024",33,"married",2,1,"no","yes","cellular",1,5,217,3,999,0,"nonexistent","yes"
"40025",37,"single",2,1,"no","yes","cellular",1,5,844,2,6,3,"success","no"
"40026",55,"married",2,1,"no","yes","cellular",1,5,687,1,999,2,"failure","yes"
"40027",35,"single",2,1,"no","no","cellular",1,5,391,5,4,1,"success","yes"
"40028",27,"single",1,0,"no","unknown","cellular",1,5,179,1,999,1,"failure","yes"
"40029",25,"single",0,0,"no","no","cellular",1,5,667,1,999,0,"nonexistent","yes"
"40030",55,"married",2,1,"no","yes","cellular",1,5,129,2,999,1,"failure","no"
"40031",48,"single",2,1,"no","yes","cellular",1,5,194,2,3,1,"success","yes"
"40032",52,"single",1,1,"no","no","telephone",1,1,9,1,999,1,"failure","no"
